"state","county","dropout","hs_diploma","some_college","four_year_degree","dropout_percent","hs_diploma_percent","some_college_percent","four_year_degree_percent","region","region_num","resident_count","avg_annual_pay","metro","avg_home_value"
"CA","Sutter County","13,697","14,879","22,621","11,024",22,23.9,36.4,17.7,"West","4",3288,41584.01,"Yuba City",293173.333333333
"CA","Tehama County","6,766","13,319","16,540","6,709",15.6,30.7,38.2,15.5,"West","4",1892,43349.01,"Red Bluff",207883.916666667
"CA","Trinity County","932","3,325","3,744","1,965",9.4,33.4,37.6,19.7,"West","4",430,41366.01,"",244434.166666667
"CA","Tulare County","81,345","69,974","79,261","38,493",30.2,26,29.5,14.3,"West","4",10816,39945.01,"Visalia-Porterville",212079
"CA","Tuolumne County","3,936","11,680","17,269","8,238",9.6,28.4,42,20,"West","4",1629,44148.01,"Sonora",274401.833333333
"CA","Ventura County","88,185","107,135","183,807","187,558",15.6,18.9,32.4,33.1,"West","4",27497,55235.01,"Oxnard-Thousand Oaks-Ventura",600079.833333333
"CA","Yolo County","17,180","23,271","33,180","52,424",13.6,18.5,26.3,41.6,"West","4",6788,60801.01,"Sacramento--Roseville--Arden-Arcade",443379.333333333
"CA","Yuba County","8,478","10,898","19,959","7,866",18,23.1,42.3,16.7,"West","4",1683,51348.01,"Yuba City",260367.333333333
"CO","Adams County","54,079","90,409","98,693","74,958",17,28.4,31,23.6,"West","4",11306,54751.01,"Denver-Aurora-Lakewood",347636.916666667
"CO","Alamosa County","1,287","2,598","3,157","2,484",13.5,27.3,33.1,26.1,"West","4",625,38038.01,"",181113.083333333
"CO","Arapahoe County","32,895","89,231","126,707","181,360",7.6,20.7,29.5,42.2,"West","4",22346,66387.01,"Denver-Aurora-Lakewood",382552.083333333
"CO","Archuleta County","781","2,102","3,101","3,813",8,21.5,31.7,38.9,"West","4",588,34973.01,"",300433.583333333
"CO","Baca County","398","714","923","577",15.2,27.3,35.3,22.1,"West","4",115,31696.01,"",78229.9166666667
"CO","Bent County","646","2,208","1,120","565",14.2,48.6,24.7,12.4,"West","4",102,35617.01,"",61696.6666666667
"CO","Boulder County","10,380","25,800","46,104","127,566",4.9,12.3,22,60.8,"West","4",15658,67668.01,"Boulder",546478.833333333
"CO","Broomfield County","1,460","6,667","12,122","25,209",3.2,14.7,26.7,55.5,"West","4",2892,83952.01,"Denver-Aurora-Lakewood",453521.916666667
"CO","Chaffee County","1,070","4,038","4,930","5,068",7.1,26.7,32.6,33.5,"West","4",1033,37367.01,"",362790.166666667
"CO","Cheyenne County","125","460","427","253",9.9,36.4,33.8,20,"West","4",90,40805.01,"",97781.9166666667
"CO","Clear Creek County","123","1,536","2,270","3,416",1.7,20.9,30.9,46.5,"West","4",377,46176.01,"Denver-Aurora-Lakewood",358342.5
"CO","Conejos County","711","1,717","1,804","1,069",13.4,32.4,34,20.2,"West","4",174,30721.01,"",126432.75
"CO","Costilla County","579","640","956","514",21.5,23.8,35.6,19.1,"West","4",97,30033.01,"",99296.75
"CO","Crowley County","590","1,615","1,297","372",15.2,41.7,33.5,9.6,"West","4",63,41136.01,"",61450.4166666667
"CO","Custer County","253","754","1,261","1,324",7,21,35.1,36.9,"West","4",147,33042.01,"",228361.833333333
"CO","Delta County","2,130","8,446","6,857","4,700",9.6,38.2,31,21.2,"West","4",912,35247.01,"",247772.833333333
"CO","Denver County","64,043","84,265","110,388","237,877",12.9,17,22.2,47.9,"West","4",33421,70725.01,"Denver-Aurora-Lakewood",439065.416666667
"CO","Dolores County","115","539","454","300",8.2,38.3,32.2,21.3,"West","4",83,33943.01,"",138265.833333333
"CO","Douglas County","4,347","26,287","59,981","124,635",2,12.2,27.9,57.9,"West","4",12329,64304.01,"Denver-Aurora-Lakewood",506290.416666667
"CO","Eagle County","4,075","5,979","9,672","18,316",10.7,15.7,25.4,48.1,"West","4",3530,45844.01,"Edwards",727314.416666667
"CO","El Paso County","27,792","89,218","157,396","167,680",6.3,20.2,35.6,37.9,"West","4",20242,50480.01,"Colorado Springs",291239.416666667
"CO","Elbert County","595","4,374","6,449","6,388",3.3,24.6,36.2,35.9,"West","4",681,42410.01,"Denver-Aurora-Lakewood",506162
"CO","Fremont County","3,539","14,477","11,733","6,625",9.7,39.8,32.3,18.2,"West","4",938,41073.01,"Cañon City",224997.75
"CO","Garfield County","4,740","11,076","11,329","11,651",12.2,28.5,29.2,30,"West","4",2667,49500.01,"Glenwood Springs",390917.416666667
"CO","Gilpin County","114","1,035","1,731","1,820",2.4,22,36.8,38.7,"West","4",171,45414.01,"Denver-Aurora-Lakewood",344029.666666667
"CO","Grand County","512","3,016","3,556","4,306",4.5,26.5,31.2,37.8,"West","4",879,35881.01,"",377680.083333333
"CO","Gunnison County","296","1,687","2,738","5,832",2.8,16,25.9,55.3,"West","4",1216,37907.01,"",366684.666666667
"CO","Hinsdale County","45","186","176","318",6.2,25.7,24.3,43.9,"West","4",83,30513.01,"",331288.166666667
"CO","Huerfano County","442","1,486","2,136","1,106",8.5,28.7,41.3,21.4,"West","4",184,35811.01,"",135300.583333333
"CO","Jackson County","120","287","398","163",12.4,29.6,41.1,16.8,"West","4",89,39910.01,"",203287.583333333
"CO","Jefferson County","22,840","84,351","121,561","180,236",5.6,20.6,29.7,44.1,"West","4",20492,59099.01,"Denver-Aurora-Lakewood",431934.25
"CO","Kiowa County","39","361","347","204",4.1,38,36.5,21.5,"West","4",55,35995.01,"",72308.1666666667
"CO","Kit Carson County","622","2,033","1,714","1,017",11.5,37.7,31.8,18.9,"West","4",299,36323.01,"",143340.5
"CO","La Plata County","1,966","7,980","12,102","17,223",5,20.3,30.8,43.9,"West","4",2664,46818.01,"Durango",410872.5
"CO","Lake County","792","1,482","1,333","1,858",14.5,27.1,24.4,34,"West","4",246,41244.01,"",236991.416666667
"CO","Larimer County","9,389","42,507","66,792","102,473",4.2,19.2,30.2,46.3,"West","4",12470,51808.01,"Fort Collins",391507.083333333
"CO","Las Animas County","1,270","2,998","4,101","2,053",12.2,28.8,39.3,19.7,"West","4",584,39826.01,"",139369.833333333
"CO","Lincoln County","393","2,164","995","520",9.7,53.1,24.4,12.8,"West","4",163,38312.01,"",128031.25
"CO","Logan County","1,540","4,816","5,352","3,028",10.5,32.7,36.3,20.5,"West","4",663,39969.01,"Sterling",172407.166666667
"CO","Mesa County","10,188","28,023","36,303","28,155",9.9,27.3,35.4,27.4,"West","4",4968,44431.01,"Grand Junction",245258.166666667
"CO","Mineral County","23","138","269","286",3.2,19.3,37.6,39.9,"West","4",69,29366.01,"",254801.583333333
"CO","Moffat County","803","3,570","2,960","1,514",9.1,40.4,33.5,17.1,"West","4",467,48982.01,"Craig",194740.916666667
"CO","Montezuma County","1,921","5,361","5,739","5,207",10.5,29.4,31.5,28.6,"West","4",932,36687.01,"",252783.5
"CO","Montrose County","3,304","9,337","9,719","7,017",11.2,31.8,33.1,23.9,"West","4",1396,39523.01,"Montrose",252450
"CO","Morgan County","3,657","5,709","5,758","3,231",19.9,31.1,31.4,17.6,"West","4",819,45392.01,"Fort Morgan",191328.083333333
"CO","Otero County","1,797","3,588","4,714","2,172",14.6,29.2,38.4,17.7,"West","4",513,35626.01,"",91406.4166666667
"CO","Ouray County","62","699","1,213","1,866",1.6,18.2,31.6,48.6,"West","4",349,36699.01,"",451330.083333333
"CO","Park County","401","4,056","4,995","4,094",3,29.9,36.9,30.2,"West","4",560,39181.01,"Denver-Aurora-Lakewood",334847.5
"CO","Phillips County","336","786","1,001","726",11.8,27.6,35.1,25.5,"West","4",166,37669.01,"",152148.75
"CO","Pitkin County","501","2,025","2,516","8,606",3.7,14.8,18.4,63.1,"West","4",1839,52709.01,"Glenwood Springs",1246447.83333333
"CO","Prowers County","1,399","2,027","3,040","1,365",17.9,25.9,38.8,17.4,"West","4",396,34486.01,"",82507.5
"CO","Pueblo County","11,814","32,066","43,446","24,568",10.6,28.7,38.8,22,"West","4",3483,43190.01,"Pueblo",168298.75
"CO","Rio Blanco County","301","1,406","1,616","843",7.2,33.7,38.8,20.2,"West","4",262,51196.01,"",238511.5
"CO","Rio Grande County","1,203","2,312","2,332","1,818",15.7,30.2,30.4,23.7,"West","4",432,38887.01,"",181292.75
"CO","Routt County","595","3,613","4,871","9,232",3.2,19.7,26.6,50.4,"West","4",1819,43584.01,"Steamboat Springs",526047.583333333
"CO","Saguache County","919","1,399","1,306","1,074",19.6,29.8,27.8,22.9,"West","4",204,32116.01,"",162447.416666667
"CO","San Juan County","33","124","147","160",7.1,26.7,31.7,34.5,"West","4",81,26683.01,"",267063
"CO","San Miguel County","296","908","1,385","3,387",5,15.2,23.2,56.7,"West","4",712,41329.01,"",744012.083333333
"CO","Sedgwick County","167","508","666","353",9.9,30,39.3,20.8,"West","4",90,35838.01,"",60287.5
"CO","Summit County","1,539","4,339","5,321","11,672",6.7,19,23.3,51,"West","4",2321,40766.01,"Breckenridge",600983.916666667
"CO","Teller County","769","4,643","6,600","6,200",4.2,25.5,36.2,34,"West","4",913,39518.01,"Colorado Springs",301909.083333333
"CO","Washington County","254","1,076","1,492","545",7.5,32,44.3,16.2,"West","4",156,42121.01,"",112436.583333333
"CO","Weld County","22,517","51,960","63,828","50,460",11.9,27.5,33.8,26.7,"West","4",7586,51847.01,"Greeley",339160.166666667
"CO","Yuma County","786","2,219","2,151","1,464",11.9,33.5,32.5,22.1,"West","4",429,39375.01,"",159337
"CT","Fairfield County","64,890","139,001","133,981","303,918",10.1,21.7,20.9,47.4,"Northeast","1",36003,86216.01,"Bridgeport-Stamford-Norwalk",410543.25
"CT","Hartford County","65,170","167,539","154,744","234,993",10.5,26.9,24.9,37.8,"Northeast","1",28542,67898.01,"Hartford-West Hartford-East Hartford",220221.333333333
"CT","Litchfield County","9,986","39,969","37,527","47,270",7.4,29.7,27.8,35.1,"Northeast","1",6124,47419.01,"Torrington",238626.166666667
"CT","Middlesex County","6,918","30,998","31,549","49,327",5.8,26.1,26.6,41.5,"Northeast","1",5342,55702.01,"Hartford-West Hartford-East Hartford",282646.916666667
"CT","New Haven County","59,205","183,897","144,784","207,966",9.9,30.9,24.3,34.9,"Northeast","1",24687,56777.01,"New Haven-Milford",221759.25
"CT","New London County","15,250","56,020","54,206","62,745",8.1,29.8,28.8,33.3,"Northeast","1",7684,55559.01,"Norwich-New London",233449.416666667
"CT","Tolland County","5,215","26,390","24,811","39,454",5.4,27.5,25.9,41.2,"Northeast","1",3278,50083.01,"Hartford-West Hartford-East Hartford",237497.416666667
"CT","Windham County","9,192","26,705","25,534","19,554",11.4,33,31.5,24.1,"Northeast","1",2930,44509.01,"Worcester",193006.916666667
"DE","Kent County","14,930","38,490","35,280","27,357",12.9,33.2,30.4,23.6,"South","2",4230,43841.01,"Dover",218513.25
"DE","New Castle County","32,485","116,387","94,982","136,613",8.5,30.6,25,35.9,"South","2",20522,63874.01,"Philadelphia-Camden-Wilmington",245388.583333333
"DE","Sussex County","20,067","53,680","46,446","43,262",12.3,32.8,28.4,26.5,"South","2",7154,40498.01,"Salisbury",298701.583333333
"FL","Alachua County","12,112","34,631","44,794","67,724",7.6,21.7,28.1,42.5,"South","2",7218,47858.01,"Gainesville",183226.166666667
"FL","Baker County","2,886","7,986","5,295","2,492",15.5,42.8,28.4,13.4,"South","2",427,33877.01,"Jacksonville",181419.583333333
"FL","Bay County","12,371","40,148","46,118","29,167",9.7,31.4,36.1,22.8,"South","2",5645,40652.01,"Panama City",202006.75
"FL","Bradford County","4,229","7,745","5,458","2,056",21.7,39.7,28,10.6,"South","2",541,37468.01,"",124733.666666667
"FL","Brevard County","34,234","122,135","145,319","125,088",8,28.6,34.1,29.3,"South","2",15996,49685.01,"Palm Bay-Melbourne-Titusville",219248.333333333
"FL","Broward County","150,125","368,264","396,859","429,460",11.2,27.4,29.5,31.9,"South","2",69539,52977.01,"Miami-Fort Lauderdale-West Palm Beach",263982.25
"FL","Calhoun County","2,259","4,312","2,704","1,019",21.9,41.9,26.3,9.9,"South","2",239,32746.01,"",95599.0833333333
"FL","Charlotte County","14,096","49,114","48,348","33,662",9.7,33.8,33.3,23.2,"South","2",4667,38922.01,"Punta Gorda",209384.583333333
"FL","Citrus County","13,556","43,548","36,497","20,044",11.9,38.3,32.1,17.6,"South","2",3145,37288.01,"Homosassa Springs",155373.583333333
"FL","Clay County","12,535","44,514","50,035","33,943",8.9,31.6,35.5,24.1,"South","2",4484,39490.01,"Jacksonville",204798.75
"FL","Collier County","37,344","69,842","68,204","99,320",13.6,25.4,24.8,36.2,"South","2",14290,48697.01,"Naples-Immokalee-Marco Island",344975.916666667
"FL","Columbia County","6,365","17,263","16,742","7,444",13.3,36.1,35,15.6,"South","2",1575,38204.01,"Lake City",150626
"FL","Dixie County","2,557","5,533","3,122","1,158",20.7,44.7,25.2,9.4,"South","2",236,35228.01,"",98810.5833333333
"FL","Duval County","65,724","175,335","204,368","183,280",10.5,27.9,32.5,29.2,"South","2",29624,53569.01,"Jacksonville",181762.583333333
"FL","Escambia County","19,107","56,941","77,373","55,164",9.2,27.3,37.1,26.4,"South","2",8140,44262.01,"Pensacola-Ferry Pass-Brent",155061.083333333
"FL","Flagler County","6,500","27,619","27,435","19,894",8,33.9,33.7,24.4,"South","2",2543,35493.01,"Deltona-Daytona Beach-Ormond Beach",221741.916666667
"FL","Franklin County","1,768","3,200","2,461","1,537",19.7,35.7,27.4,17.1,"South","2",369,31600.01,"",270703.583333333
"FL","Gadsden County","6,638","11,756","8,372","5,362",20.7,36.6,26.1,16.7,"South","2",852,36571.01,"Tallahassee",107302.083333333
"FL","Gilchrist County","1,673","5,017","3,515","1,685",14.1,42.2,29.6,14.2,"South","2",335,33200.01,"Gainesville",140076.166666667
"FL","Glades County","2,454","4,080","2,525","997",24.4,40.6,25.1,9.9,"South","2",175,42009.01,"",121155.75
"FL","Gulf County","1,838","4,547","3,635","2,157",15.1,37.3,29.9,17.7,"South","2",410,36906.01,"Panama City",205381.833333333
"FL","Hamilton County","2,418","4,460","2,312","943",23.9,44,22.8,9.3,"South","2",217,45410.01,"",93636.0833333333
"FL","Hardee County","4,198","8,304","3,019","1,802",24.2,47.9,17.4,10.4,"South","2",563,34934.01,"Wauchula",115720.833333333
"FL","Hendry County","8,664","8,806","5,736","2,079",34.3,34.8,22.7,8.2,"South","2",880,40841.01,"Clewiston",118988.75
"FL","Hernando County","17,202","49,681","45,761","23,896",12.6,36.4,33.5,17.5,"South","2",3732,37411.01,"Tampa-St. Petersburg-Clearwater",165661
"FL","Highlands County","11,910","29,677","23,220","13,240",15.3,38,29.8,17,"South","2",2335,34535.01,"Sebring",129920.166666667
"FL","Hillsborough County","108,569","254,006","267,602","305,581",11.6,27.1,28.6,32.7,"South","2",43201,54564.01,"Tampa-St. Petersburg-Clearwater",225153.833333333
"FL","Holmes County","3,173","5,489","3,955","1,444",22.6,39,28.1,10.3,"South","2",348,31553.01,"",104302.75
"FL","Indian River County","13,034","34,393","35,433","32,781",11.3,29.7,30.6,28.3,"South","2",5114,42879.01,"Sebastian-Vero Beach",222208.083333333
"FL","Jackson County","6,825","13,242","10,551","4,752",19.3,37.4,29.8,13.4,"South","2",942,35620.01,"",96415.1666666667
"FL","Jefferson County","1,956","3,632","2,918","2,404",17.9,33.3,26.7,22,"South","2",313,33905.01,"Tallahassee",157437
"FL","Lafayette County","1,467","2,507","1,203","969",23.9,40.8,19.6,15.8,"South","2",128,33359.01,"",122464
"FL","Lake County","26,405","81,305","83,228","56,151",10.7,32.9,33.7,22.7,"South","2",8368,38237.01,"Orlando-Kissimmee-Sanford",215806.166666667
"FL","Lee County","64,525","165,834","157,968","149,514",12,30.8,29.4,27.8,"South","2",22462,44827.01,"Cape Coral-Fort Myers",235428.083333333
"FL","Leon County","10,819","32,510","48,977","77,725",6.4,19.1,28.8,45.7,"South","2",8737,45272.01,"Tallahassee",183087.75
"FL","Levy County","4,590","11,990","8,908","3,683",15.7,41.1,30.5,12.6,"South","2",955,32670.01,"",130529.5
"FL","Liberty County","1,119","2,877","1,250","761",18.6,47.9,20.8,12.7,"South","2",120,39206.01,"",103016.083333333
"FL","Madison County","2,597","5,128","3,871","1,854",19.3,38.1,28.8,13.8,"South","2",363,32979.01,"",104975.333333333
"FL","Manatee County","29,910","84,529","81,838","81,512",10.8,30.4,29.5,29.3,"South","2",11037,43043.01,"North Port-Sarasota-Bradenton",267893.583333333
"FL","Marion County","32,787","97,059","79,054","50,132",12.7,37.5,30.5,19.4,"South","2",8475,38265.01,"Ocala",154562.833333333
"FL","Martin County","11,465","30,512","39,252","40,081",9.5,25.2,32.4,33,"South","2",6356,42308.01,"Port St. Lucie",278386.916666667
"FL","Miami-Dade County","355,875","533,542","479,454","553,997",18.5,27.7,24.9,28.8,"South","2",99022,54800.01,"Miami-Fort Lauderdale-West Palm Beach",304717
"FL","Monroe County","5,180","16,274","18,296","19,850",8.7,27.3,30.7,33.3,"South","2",4519,42772.01,"Key West",583193.583333333
"FL","Nassau County","5,083","19,277","17,927","16,633",8.6,32.7,30.4,28.2,"South","2",2190,41359.01,"Jacksonville",271120
"FL","Okaloosa County","11,232","33,908","50,253","42,110",8.2,24.7,36.5,30.6,"South","2",6550,45655.01,"Crestview-Fort Walton Beach-Destin",217909.916666667
"FL","Okeechobee County","7,063","10,874","7,130","3,217",25,38.4,25.2,11.4,"South","2",997,37077.01,"Okeechobee",135334.75
"FL","Orange County","101,305","216,036","265,083","297,568",11.5,24.5,30.1,33.8,"South","2",43075,49952.01,"Orlando-Kissimmee-Sanford",251924.916666667
"FL","Osceola County","29,463","71,032","76,320","45,730",13.2,31.9,34.3,20.5,"South","2",7185,37721.01,"Orlando-Kissimmee-Sanford",211669.583333333
"FL","Palm Beach County","124,483","258,521","295,287","376,461",11.8,24.5,28,35.7,"South","2",56924,54787.01,"Miami-Fort Lauderdale-West Palm Beach",283111.833333333
"FL","Pasco County","40,540","122,411","120,459","86,702",11,33.1,32.5,23.4,"South","2",11133,39196.01,"Tampa-St. Petersburg-Clearwater",179398.833333333
"FL","Pinellas County","65,119","207,182","233,441","226,810",8.9,28.3,31.9,31,"South","2",33445,49283.01,"Tampa-St. Petersburg-Clearwater",227613.75
"FL","Polk County","70,084","163,614","135,806","92,267",15.2,35.4,29.4,20,"South","2",13491,42578.01,"Lakeland-Winter Haven",176466.083333333
"FL","Putnam County","9,887","21,110","14,426","6,417",19.1,40.7,27.8,12.4,"South","2",1421,38128.01,"Palatka",109982.083333333
"FL","Santa Rosa County","10,001","32,223","42,977","33,286",8.4,27.2,36.3,28.1,"South","2",3498,37946.01,"Pensacola-Ferry Pass-Brent",205871.5
"FL","Sarasota County","23,543","95,464","95,325","113,751",7.2,29.1,29.1,34.7,"South","2",16115,47359.01,"North Port-Sarasota-Bradenton",261233.666666667
"FL","Seminole County","18,207","69,293","109,473","122,008",5.7,21.7,34.3,38.2,"South","2",15113,48718.01,"Orlando-Kissimmee-Sanford",252799.833333333
"FL","Sumter County","9,130","32,762","32,750","33,688",8.4,30.2,30.2,31.1,"South","2",1898,41043.01,"The Villages",261223.583333333
"FL","Suwannee County","5,739","12,165","8,511","4,554",18.5,39.3,27.5,14.7,"South","2",815,34894.01,"",133476.5
"FL","Taylor County","3,628","6,969","4,307","1,184",22.6,43.3,26.8,7.4,"South","2",439,40110.01,"",103123.416666667
"FL","Union County","2,589","4,252","3,437","933",23.1,37.9,30.7,8.3,"South","2",204,38167.01,"",128042.583333333
"FL","Volusia County","38,984","125,238","133,282","91,702",10,32.2,34.2,23.6,"South","2",14478,40085.01,"Deltona-Daytona Beach-Ormond Beach",196711.833333333
"FL","Wakulla County","2,773","8,253","7,732","4,225",12.1,35.9,33.6,18.4,"South","2",537,35867.01,"Tallahassee",176525.583333333
"FL","Walton County","5,553","13,295","15,675","13,686",11.5,27.6,32.5,28.4,"South","2",2715,38543.01,"Crestview-Fort Walton Beach-Destin",380265.25
