"county","state","metro","avg_home_value"
"Beckham County","OK","Elk City",102918.75
"Saint James Parish","LA","New Orleans-Metairie",117712.666666667
"Northampton County","NC","Roanoke Rapids",66898
"Franklin County","GA","",138004.25
"Overton County","TN","Cookeville",114937.333333333
"Meriwether County","GA","Atlanta-Sandy Springs-Roswell",95212.4166666667
"Morgan County","TN","Knoxville",98395.5833333333
"Grenada County","MS","Grenada",68501.0833333333
"Moore County","TX","Dumas",113845.5
"McDuffie County","GA","Augusta-Richmond County",112388.083333333
"Ashley County","AR","",53654.6666666667
"Dodge County","GA","",80542.1666666667
"Tyler County","TX","",97293.75
"Phillips County","AR","Helena-West Helena",33396.0833333333
"Clay County","KY","",65047.6666666667
"Newton County","MS","",92467.8333333333
"Jefferson County","OR","",202530.916666667
"Lincoln County","WV","Huntington-Ashland",69800
"Goochland County","VA","Richmond",313695
"Leelanau County","MI","Traverse City",314510
"Washington County","IA","Iowa City",142756.916666667
"Ogemaw County","MI","",96222.1666666667
"Worth County","GA","Albany",108338.833333333
"Wabasha County","MN","Rochester",202209
"Asotin County","WA","Lewiston",220927.416666667
"Labette County","KS","Parsons",51263.9166666667
"Pottawatomie County","KS","Manhattan",196013.333333333
"Cherokee County","KS","",64822
"Owen County","IN","Bloomington",121179.666666667
"Sullivan County","IN","Terre Haute",86735.9166666667
"Macon County","AL","",50701.6666666667
"Vilas County","WI","",206449.166666667
"Anderson County","KY","Frankfort",143790.5
"Colusa County","CA","",215433.25
"Carbon County","UT","Price",148687.666666667
"Calhoun County","TX","Port Lavaca",135908.083333333
"Nobles County","MN","Worthington",121381.083333333
"Blaine County","ID","Hailey",528501.583333333
"Greene County","NC","",95779.9166666667
"Union County","GA","",202914.916666667
"Mercer County","KY","",123402.583333333
"Teton County","WY","Jackson",794013
"Bertie County","NC","",79894.0833333333
"Conway County","AR","",88616.9166666667
"Jay County","IN","",84551.4166666667
"Putnam County","GA","",223354.416666667
"Washington County","GA","",84727.1666666667
"Vernon County","MO","",93084.0833333333
"Uinta County","WY","Evanston",197586.833333333
"Stutsman County","ND","Jamestown",164531.5
"Hampton County","SC","",69337
"Winneshiek County","IA","",175582.916666667
"Marengo County","AL","",85567.6666666667
"Dakota County","NE","Sioux City",140974.333333333
"Waynesboro City","VA","Staunton-Waynesboro",157235.583333333
"Crook County","OR","Prineville",244297.416666667
"Warren County","NC","",135978.833333333
"Buchanan County","IA","",134332.416666667
"Spencer County","IN","",129845.5
"Butler County","AL","",70775.1666666667
"Pacific County","WA","",190406.333333333
"Fayette County","IA","",94675.3333333333
"Adams County","WI","",126845.416666667
"Colorado County","TX","",135825.25
"Fillmore County","MN","Rochester",162895
"Martin County","MN","Fairmont",113238.833333333
"Fulton County","IN","",106385.166666667
"Concordia Parish","LA","Natchez",125624.083333333
"Carroll County","IA","Carroll",133812.083333333
"Wayne County","KY","",80167.8333333333
"Sevier County","UT","",195502.5
"Saunders County","NE","Omaha-Council Bluffs",176962.416666667
"Franklin Parish","LA","",92756.9166666667
"Madison County","NC","Asheville",211173.333333333
"Wayne County","MS","",94147.6666666667
"Clinton County","MO","Kansas City",147418.583333333
"Richland Parish","LA","",77339.25
"Taylor County","WI","",126179.666666667
"Polk County","AR","",89905.5
"Texas County","OK","Guymon",94348.75
"Jones County","IA","Cedar Rapids",138784.666666667
"Clay County","MS","West Point",102706.666666667
"Kewaunee County","WI","Green Bay",140419
"Polk County","NC","",207316.333333333
"Lincoln County","NM","Ruidoso",225381
"La Paz County","AZ","",173419.833333333
"Bandera County","TX","San Antonio-New Braunfels",204281.666666667
"Jackson County","WI","",134503.75
"Hubbard County","MN","",208739.083333333
"Klickitat County","WA","",284860.833333333
"East Feliciana Parish","LA","Baton Rouge",162607.416666667
"Buena Vista County","IA","Storm Lake",118509.25
"McIntosh County","OK","",79303.6666666667
"Washington County","NE","Omaha-Council Bluffs",202360.25
"Jones County","TX","Abilene",93580.8333333333
"Kent County","MD","",225533.416666667
"Elbert County","GA","",87413
"Carroll County","IN","Lafayette-West Lafayette",125800.916666667
"Henry County","IA","",118526.5
"De Witt County","TX","",119648.833333333
"Dodge County","MN","Rochester",199951
"Woodward County","OK","Woodward",103104.916666667
"Minidoka County","ID","Burley",154862.75
"Breckinridge County","KY","",99823.3333333333
"Plumas County","CA","",246443.583333333
"Bourbon County","KY","Lexington-Fayette",131527.083333333
"Douglas County","IL","",100054.916666667
"Langlade County","WI","",102501.583333333
"Allen County","KY","Bowling Green",86185.3333333333
"Holmes County","FL","",104302.75
"Saluda County","SC","Columbia",105599.083333333
"Jackson County","IA","",134823.583333333
"Roosevelt County","NM","Portales",111435.5
"Orange County","IN","",94091.0833333333
"Marion County","KY","",104133.583333333
"Crawford County","IL","",80427.8333333333
"Freestone County","TX","",117119.833333333
"Gonzales County","TX","",129429
"Dickinson County","KS","",110383.583333333
"Pickens County","AL","Tuscaloosa",82595.25
"Montague County","TX","",106986.666666667
"Lincoln County","MT","",208594
"Lampasas County","TX","Killeen-Temple",175136.75
"Paulding County","OH","",83922.9166666667
"Tishomingo County","MS","",91818
"Covington County","MS","",102613.416666667
"Attala County","MS","",87233.5
"Davison County","SD","Mitchell",153294.833333333
"Deaf Smith County","TX","Hereford",76232.8333333333
"Perry County","IN","",110528.916666667
"Llano County","TX","",267951.583333333
"Berrien County","GA","",100999.333333333
"Lavaca County","TX","",157236.666666667
"Madison County","FL","",104975.333333333
"Lee County","SC","",69110.5
"Holmes County","MS","",36695.75
"Winston County","MS","",81080.0833333333
"Smith County","TN","Nashville-Davidson--Murfreesboro--Franklin",128115.583333333
"Waseca County","MN","",146270.916666667
"Jefferson County","KS","Topeka",152977.833333333
"Union County","TN","Knoxville",141670.25
"Hancock County","IL","Fort Madison-Keokuk",84363.75
"Benton County","MO","",97703
"Green Lake County","WI","",143947.416666667
"Houston County","MN","La Crosse-Onalaska",195387.416666667
"Arkansas County","AR","",75385.4166666667
"Perry County","MO","",136941.166666667
"New Madrid County","MO","",73536.5833333333
"Poweshiek County","IA","",144521
"Harrison County","KY","",87864.9166666667
"Otero County","CO","",91406.4166666667
"Wright County","MO","",103373.833333333
"Haywood County","TN","Brownsville",84190.5833333333
"Pierce County","GA","Waycross",128519.833333333
"Adams County","WA","Othello",181562.833333333
"Dekalb County","TN","",135078.666666667
"Adair County","KY","",101792.833333333
"Duchesne County","UT","",214382.5
"Eastland County","TX","",79478.5
"Edgar County","IL","",65333.5833333333
"Southampton County","VA","",151158.666666667
"Young County","TX","",96233.1666666667
"Inyo County","CA","",325844.916666667
"Humphreys County","TN","",117221.25
"Pike County","MO","",106446.916666667
"Drew County","AR","",88302.75
"Cedar County","IA","",161588
"Patrick County","VA","",98625.5833333333
"New Kent County","VA","Richmond",259671.25
"Brantley County","GA","Brunswick",101808.5
"Greene County","VA","Charlottesville",233714.166666667
"Banks County","GA","",171286.166666667
"Schuyler County","NY","",134380.833333333
"Lamar County","GA","Atlanta-Sandy Springs-Roswell",124421.416666667
"Unicoi County","TN","Johnson City",119977.25
"McCreary County","KY","",56141.3333333333
"Pemiscot County","MO","",69811
"Montour County","PA","Bloomsburg-Berwick",170499.75
"Mariposa County","CA","",273218.916666667
"Johnson County","TN","",105849.583333333
"Appling County","GA","",87468.1666666667
"Bosque County","TX","",112974.5
"Hart County","KY","",85954.1666666667
"Clayton County","IA","",125179.583333333
"Franklin County","AR","",91911.9166666667
"Lincoln County","WY","",252201.833333333
"Richland County","WI","",133481
"Jackson County","AR","",49756.5
"Randolph County","AR","",86084.3333333333
"Fentress County","TN","",96348.3333333333
"Los Alamos County","NM","Los Alamos",274877.166666667
"Cross County","AR","",82280.25
"Pike County","GA","Atlanta-Sandy Springs-Roswell",181682.166666667
"Morgan County","GA","Atlanta-Sandy Springs-Roswell",234769.583333333
"Socorro County","NM","",120173.75
"Falls County","TX","Waco",73390.3333333333
"Bristol City","VA","Kingsport-Bristol-Bristol",94399.9166666667
"Yancey County","NC","",172853.5
"Chaffee County","CO","",362790.166666667
"Union County","IL","",94635.5
"Avery County","NC","",154127.25
"Stone County","MS","",112630.75
"Bond County","IL","St. Louis",103095.416666667
"Tama County","IA","",107019.416666667
"Delaware County","IA","",142760.083333333
"Warren County","IL","",80375.25
"Ben Hill County","GA","Fitzgerald",78101.25
"Cooper County","MO","",127376.25
"Washington County","AL","",103526.083333333
"Russell County","KY","",85201.75
"Morgan County","WV","",148233.666666667
"Piscataquis County","ME","",104892.25
"Hardin County","IA","",91347.75
"Gaines County","TX","",145810.333333333
"Benzie County","MI","Traverse City",182319.083333333
"Mason County","KY","Maysville",85015.0833333333
"Potter County","PA","",81573
"Westmoreland County","VA","",186762.5
"Brunswick County","VA","",102258.416666667
"Lawrence County","AR","",59239.4166666667
"Colonial Heights City","VA","Richmond",156172.833333333
"Beadle County","SD","Huron",122176.583333333
"Rush County","IN","",112032.75
"Chickasaw County","MS","",76297.1666666667
"Parke County","IN","",101703.666666667
"Simpson County","KY","",115665.75
"Henry County","AL","Dothan",98777.6666666667
"Van Buren County","AR","",90589.6666666667
"Andrew County","MO","St. Joseph",156197
"Giles County","VA","Blacksburg-Christiansburg-Radford",108562.25
"Sharp County","AR","",68649.5
"Fayette County","AL","",69403.3333333333
"Fountain County","IN","",92126.0833333333
"Frio County","TX","",85715.3333333333
"Cook County","GA","",90743.25
"Claiborne Parish","LA","",99895.5
"Burleson County","TX","College Station-Bryan",131023.916666667
"Kalkaska County","MI","Traverse City",124483.666666667
"Pitkin County","CO","Glenwood Springs",1246447.83333333
"Buckingham County","VA","Charlottesville",121905.666666667
"Chester County","TN","Jackson",116363.083333333
"Crawford County","IA","",102705
"Spencer County","KY","Louisville/Jefferson County",195396.5
"Sevier County","AR","",88128.6666666667
"Rockcastle County","KY","Richmond-Berea",78025.5833333333
"Bates County","MO","Kansas City",110494.583333333
"Hughes County","SD","Pierre",199000
"Wayne County","TN","",91167.5
"Gilchrist County","FL","Gainesville",140076.166666667
"Jefferson County","GA","",67959.3333333333
"Atchison County","KS","Atchison",86973.9166666667
"Scurry County","TX","Snyder",96607
"Garrard County","KY","",140734.5
"Taylor County","WV","Clarksburg",96391.0833333333
"Jefferson County","IA","Fairfield",118613.333333333
"Lafayette County","WI","",118255.166666667
"Lawrence County","IL","",49219.5
"Polk County","TN","Cleveland",117766.5
"Leon County","TX","",156213.5
"Dallas County","MO","Springfield",117046.583333333
"Wayne County","IL","",72604.25
"Seward County","NE","Lincoln",173738.5
"Piatt County","IL","Champaign-Urbana",144668.666666667
"Gem County","ID","Boise City",207930.166666667
"Clay County","IA","Spencer",126539.5
"Dickinson County","IA","Spirit Lake",220697.333333333
"Marion County","AR","",112151.583333333
"Crawford County","WI","",122934.916666667
"Dade County","GA","Chattanooga",142573.416666667
"Robertson County","TX","College Station-Bryan",125288
"Lee County","TX","",196116.166666667
"Barbour County","WV","",74265.4166666667
"Wetzel County","WV","",71388.25
"Pawnee County","OK","Tulsa",81494
"Dewitt County","IL","Bloomington",93486.5
"Sawyer County","WI","",193013
"Dukes County","MA","Vineyard Haven",802144
"Humboldt County","NV","Winnemucca",237865.666666667
"Neosho County","KS","",57688.4166666667
"Telfair County","GA","",57959
"Smith County","MS","",89100.25
"Benton County","TN","",91246.9166666667
"Mercer County","IL","Davenport-Moline-Rock Island",87213.3333333333
"Pike County","IL","",71581.8333333333
"Gogebic County","MI","",63541.3333333333
"Dixie County","FL","",98810.5833333333
"Radford City","VA","Blacksburg-Christiansburg-Radford",157785.333333333
"Torrance County","NM","Albuquerque",116564.5
"Lewis County","WV","",102467.75
"Iowa County","IA","",152714.416666667
"Knott County","KY","",62331.4166666667
"Clark County","IL","",90709.25
"Richland County","ND","Wahpeton",123873.833333333
"Floyd County","IA","",100377.666666667
"Osage County","KS","Topeka",108674.333333333
"Rabun County","GA","",210769.5
"Jackson Parish","LA","",132533.083333333
"Idaho County","ID","",204780.666666667
"Alleghany County","VA","",98725.25
"Brooks County","GA","Valdosta",111432.5
"Kanabec County","MN","",153222.75
"Richland County","IL","",84699.8333333333
"Vermillion County","IN","Terre Haute",66984.75
"Park County","CO","Denver-Aurora-Lakewood",334847.5
"Aitkin County","MN","",188800.666666667
"Ashland County","WI","",105165.25
"Baker County","OR","",158229.25
"Hill County","MT","",170515.333333333
"Clay County","AR","",49827.0833333333
"Redwood County","MN","",79833.1666666667
"Greene County","GA","",328859.416666667
"Bamberg County","SC","",56901.9166666667
"Casey County","KY","",80232.8333333333
"Tipton County","IN","",121803.083333333
"King William County","VA","Richmond",194016.333333333
"Page County","IA","",74927.3333333333
"Washburn County","WI","",158515.166666667
"Dickenson County","VA","Big Stone Gap",67232.5
"Arenac County","MI","",82453.5
"Carbon County","WY","",159998.333333333
"Harrison County","OH","",81038.75
"Gulf County","FL","Panama City",205381.833333333
"Nottoway County","VA","",103035.416666667
"Marshall County","OK","",81625.0833333333
"San Juan County","WA","",585044.083333333
"Hale County","AL","Tuscaloosa",95745.6666666667
"Otoe County","NE","",141977.083333333
"Renville County","MN","",106251.75
"Madison County","AR","Fayetteville-Springdale-Rogers",105053.916666667
"Madison County","IA","Des Moines-West Des Moines",173927.333333333
"Hamilton County","IA","",101794.5
"Dent County","MO","",103334.5
"Park County","MT","",302371.083333333
"Roseau County","MN","",140068.5
"West Feliciana Parish","LA","Baton Rouge",268862.083333333
"Moniteau County","MO","Jefferson City",131350.833333333
"Mitchell County","NC","",136615.666666667
"Macon County","MO","",99928
"Kossuth County","IA","",99123.25
"Union County","FL","",128042.583333333
"Grayson County","VA","",108288.166666667
"Pecos County","TX","",119640.166666667
"Las Animas County","CO","",139369.833333333
"Gooding County","ID","",153751
"Burnett County","WI","",160422
"Alamosa County","CO","",181113.083333333
"Walthall County","MS","",101201.916666667
"Massac County","IL","Paducah",73233.75
"Henry County","KY","Louisville/Jefferson County",127224.333333333
"Marquette County","WI","",131603.916666667
"Carroll County","IL","",100130.833333333
"Gunnison County","CO","",366684.666666667
"Winn Parish","LA","",103958.5
"Floyd County","VA","Blacksburg-Christiansburg-Radford",147800.333333333
"Brown County","IN","Indianapolis-Carmel-Anderson",192629.833333333
"Sibley County","MN","Minneapolis-St. Paul-Bloomington",125867.5
"Gasconade County","MO","",125901
"Nolan County","TX","Sweetwater",70991.5
"Choctaw County","OK","",68726
"Livingston County","MO","",109075
"Calhoun County","SC","Columbia",149613.083333333
"Bourbon County","KS","",77678.9166666667
"Jeff Davis County","GA","",80591.9166666667
"Mills County","IA","Omaha-Council Bluffs",166653
"Morgan County","OH","",87370.0833333333
"Kingfisher County","OK","",116688.75
"Craig County","OK","",98156.3333333333
"Nelson County","VA","Charlottesville",220410.75
"Bayfield County","WI","",174105.583333333
"Union County","KY","",76891.5
"Appomattox County","VA","Lynchburg",137161.25
"Cleburne County","AL","",109183.416666667
"Harrison County","IA","Omaha-Council Bluffs",116154.166666667
"Roane County","WV","",82936.5833333333
"Dooly County","GA","",78450.9166666667
"Oglethorpe County","GA","Athens-Clarke County",149301.75
"LaSalle Parish","LA","",86385.1666666667
"Pendleton County","KY","Cincinnati",112421.666666667
"Butler County","IA","",126146.75
"Missaukee County","MI","Cadillac",108339.5
"Moultrie County","IL","",83658.5
"Fulton County","PA","",126373.833333333
"Grand County","CO","",377680.083333333
"Karnes County","TX","",106082.166666667
"Hamilton County","FL","",93636.0833333333
"Chowan County","NC","",132167.75
"Andrews County","TX","Andrews",151783.5
"Jefferson County","FL","Tallahassee",157437
"Rusk County","WI","",104334.666666667
"San Juan County","UT","",193532.416666667
"Macon County","GA","",51992.75
"Washington County","IL","",105593.333333333
"Estill County","KY","",73350.5
"Mason County","IL","",67813.0833333333
"White County","IL","",76296.9166666667
"Noble County","OH","",104416.583333333
"Monroe County","OH","",106053.166666667
"Calhoun County","FL","",95599.0833333333
"Screven County","GA","",87734.5833333333
"Crockett County","TN","Jackson",86389.8333333333
"Trinity County","TX","Huntsville",106416.333333333
"Lamar County","AL","",66360.4166666667
"Faribault County","MN","",96203.5
"Braxton County","WV","",66208.9166666667
"Long County","GA","Hinesville",170256.583333333
"Newton County","TX","Beaumont-Port Arthur",102680
"Greene County","MS","",99953.1666666667
"Union County","SD","Sioux City",228633.166666667
"O Brien County","IA","",99884.8333333333
"Mississippi County","MO","",74117.6666666667
"Bienville Parish","LA","",56804.0833333333
"Fleming County","KY","",93707.1666666667
"Trigg County","KY","Clarksville",123250
"McIntosh County","GA","Brunswick",146584.083333333
"Allamakee County","IA","",136269.916666667
"Manassas Park City","VA","Washington-Arlington-Alexandria",260383.416666667
"Newton County","IN","Chicago-Naperville-Elgin",119747.166666667
"Mono County","CA","",421152.833333333
"Saline County","NE","",108115.75
"Larue County","KY","Elizabethtown-Fort Knox",109328.666666667
"Atoka County","OK","",100948.666666667
"Price County","WI","",105629.416666667
"Lincoln County","AR","Pine Bluff",68640.8333333333
"Sequatchie County","TN","Chattanooga",124319.666666667
"Ford County","IL","Champaign-Urbana",84020.75
"Jackson County","TX","",119793
"Crawford County","MI","",88248.25
"Williamsburg City","VA","Virginia Beach-Norfolk-Newport News",282907.416666667
"Clarke County","VA","Washington-Arlington-Alexandria",337184.333333333
"Hardy County","WV","",108603.583333333
"Zapata County","TX","Zapata",87833.3333333333
"Hughes County","OK","",57640
"Cedar County","MO","",110278.916666667
"Swain County","NC","",164200.916666667
"Lamb County","TX","",47023.8333333333
"Comanche County","TX","",91032.75
"Cass County","IA","",92609.75
"Rolette County","ND","",93413
"Clay County","AL","",85932.5833333333
"Pennington County","MN","",154595.75
"Summers County","WV","",67583.8333333333
"Morgan County","KY","",75622.75
"Crenshaw County","AL","",70006.5
"Jasper County","GA","Atlanta-Sandy Springs-Roswell",142544.083333333
"Greene County","IL","",63337.25
"Osage County","MO","Jefferson City",149016.166666667
"Lewis County","KY","",64480.75
"Clay County","SD","Vermillion",165041.75
"Wadena County","MN","",109477.583333333
"Converse County","WY","",215379.5
"Dawson County","TX","Lamesa",66709.8333333333
"Martinsville City","VA","Martinsville",52004.75
"Clay County","IL","",65353.0833333333
"Cannon County","TN","Nashville-Davidson--Murfreesboro--Franklin",146012.916666667
"Moffat County","CO","Craig",194740.916666667
"Howard County","AR","",78956.5833333333
"Trinity County","CA","",244434.166666667
"Reeves County","TX","Pecos",89059.25
"Sumter County","AL","",44940.8333333333
"Colfax County","NM","",135224.666666667
"Grundy County","TN","",90350.5
"Izard County","AR","",82975.0833333333
"Douglas County","MO","",84499.4166666667
"York County","NE","",121029.833333333
"Madison County","TX","",151837.75
"Cass County","IL","",81345.8333333333
"Webster County","KY","",47932
"Kodiak Island Borough","AK","",293279.416666667
"Buffalo County","WI","",130986.416666667
"Callahan County","TX","Abilene",115581.25
"Wilbarger County","TX","Vernon",68583.8333333333
"Wayne County","MO","",99867
"Monroe County","WV","",89393.5833333333
"Jackson County","KY","",47320.75
"Murray County","OK","",85503.4166666667
"Ketchikan Gateway Borough","AK","Ketchikan",289130.5
"Perquimans County","NC","Elizabeth City",146835
"Vinton County","OH","",76243.5833333333
"Pulaski County","IN","",96769.5
"Glacier County","MT","",97477.25
"Presque Isle County","MI","",99637.9166666667
"Allen County","KS","",70680.5833333333
"Stewart County","TN","",124495.583333333
"Koochiching County","MN","",103009.416666667
"Madison County","VA","",214649.583333333
"Goshen County","WY","",159478.833333333
"Fremont County","ID","Rexburg",230383.5
"Wright County","IA","",71598.0833333333
"Conecuh County","AL","",75558.4166666667
"Washington County","NC","",57859.6666666667
"Little River County","AR","Texarkana",77551.3333333333
"Pamlico County","NC","New Bern",166716.916666667
"Amite County","MS","McComb",104380.416666667
"Bleckley County","GA","",103793.75
"Desha County","AR","",45705.9166666667
"Pend Oreille County","WA","Spokane-Spokane Valley",216320.666666667
"Caldwell County","KY","",61653.9166666667
"Morris County","TX","",83076.3333333333
"Lawrence County","MS","",88306.0833333333
"Lunenburg County","VA","",90802.0833333333
"DeKalb County","MO","St. Joseph",140594.333333333
"Appanoose County","IA","",76802.6666666667
"Glades County","FL","",121155.75
"Bledsoe County","TN","",100106.166666667
"Red River County","TX","",63678.8333333333
"Pike County","IN","Jasper",89800.6666666667
"Franklin County","ID","Logan",225088.583333333
"Haskell County","OK","",77063.75
"Blackford County","IN","",70913.5
"Shoshone County","ID","",114179
"Linn County","MO","",64480.3333333333
"Menard County","IL","Springfield",150599.833333333
"Butler County","KY","Bowling Green",92788.75
"Amelia County","VA","Richmond",182479.416666667
"Yalobusha County","MS","",86024.75
"Marion County","KS","",84752.5
"Terry County","TX","",67342.9166666667
"Marshall County","IL","Peoria",88398.4166666667
"Crawford County","GA","Macon-Bibb County",123113.25
"Powell County","KY","",80947.0833333333
"Charlotte County","VA","",96018.5
"Johnson County","IL","",88733.25
"Prowers County","CO","",82507.5
"Union County","IA","",87580.9166666667
"Millard County","UT","",170742.333333333
"Jefferson Davis County","MS","",84436.25
"Todd County","KY","",89836.5
"Grundy County","IA","Waterloo-Cedar Falls",138544
"Chippewa County","MN","",91677.1666666667
"Chickasaw County","IA","",119945.25
"Barton County","MO","",89412.75
"Camp County","TX","",108345.166666667
"Stone County","AR","",112345.916666667
"Northampton County","VA","",229303.416666667
"Bollinger County","MO","Cape Girardeau",113478
"Falls Church City","VA","Washington-Arlington-Alexandria",766606.666666667
"Northumberland County","VA","",288102.666666667
"Perry County","MS","Hattiesburg",88483
"Fulton County","AR","",96497.5
"Greensville County","VA","",71187.9166666667
"Montgomery County","MO","",93607.1666666667
"Madison County","MO","",93742.0833333333
"Gates County","NC","Virginia Beach-Norfolk-Newport News",129095.666666667
"Okfuskee County","OK","",67474.4166666667
"Charlton County","GA","",100011.166666667
"Shelby County","IA","",127266.083333333
"Lewis County","TN","",95687.75
"Edmonson County","KY","Bowling Green",95390.8333333333
"Poquoson City","VA","Virginia Beach-Norfolk-Newport News",324254.083333333
"Sussex County","VA","Richmond",101672.166666667
"Archuleta County","CO","",300433.583333333
"Cherokee County","IA","",99162.8333333333
"Pulaski County","GA","Warner Robins",95719.0833333333
"Sierra County","NM","",110596.25
"Rio Grande County","CO","",181292.75
"Wabash County","IL","",88130.5
"Blaine County","OK","",56250.5833333333
"Grant County","WV","",111443.166666667
"Heard County","GA","Atlanta-Sandy Springs-Roswell",115621.75
"Iron County","MI","",77202.5
"Chicot County","AR","",44472.75
"Decatur County","TN","",84136.4166666667
"Meigs County","TN","",165958.75
"Washington County","KY","",113183.666666667
"Custer County","MT","",162753.333333333
"Cottonwood County","MN","",81057.5833333333
"Zavala County","TX","",62659.25
"Wilcox County","AL","",87214.1666666667
"Big Horn County","WY","",150527.5
"Jackson County","TN","Cookeville",96901.9166666667
"Washita County","OK","",62988.25
"West Carroll Parish","LA","",79450.75
"Bath County","KY","Mount Sterling",80511.3333333333
"Fergus County","MT","",183380.833333333
"Lyon County","IA","",126958.583333333
"Pushmataha County","OK","",76136.25
"Noble County","OK","",79073.6666666667
"Franklin County","FL","",270703.583333333
"Lake County","MI","",69636
"Coosa County","AL","Talladega-Sylacauga",102229.583333333
"Live Oak County","TX","",131691.75
"Owyhee County","ID","Boise City",176169.083333333
"Bradley County","AR","",59956.6666666667
"Ramsey County","ND","",153356.333333333
"Sanders County","MT","",217504.666666667
"Jefferson County","MT","Helena",291257.333333333
"Lancaster County","VA","",240814.333333333
"Louisa County","IA","",101227.5
"Hancock County","IA","",100380.916666667
"Leslie County","KY","",32252.4166666667
"Box Butte County","NE","",91531.9166666667
"Lowndes County","AL","Montgomery",75579.75
"Pike County","AR","",80837.3333333333
"Chattahoochee County","GA","Columbus",75618
"Green County","KY","",82795.3333333333
"Scott County","AR","",73416
"Watonwan County","MN","",79633.75
"Saint Helena Parish","LA","Baton Rouge",102252.833333333
"Lake County","SD","",166170.333333333
"Morrow County","OR","Hermiston-Pendleton",156221.5
"Alleghany County","NC","",144606.666666667
"Latimer County","OK","",63144.9166666667
"Essex County","VA","",183047.916666667
"Walsh County","ND","",88518.25
"Mackinac County","MI","",87579.0833333333
"Bacon County","GA","",85097.5
"Barnes County","ND","",111846.25
"Skamania County","WA","Portland-Vancouver-Hillsboro",331144.083333333
"Red Willow County","NE","",100235.5
"Cumberland County","IL","Charleston-Mattoon",93524
"Early County","GA","",80424.9166666667
"Evans County","GA","",92433.4166666667
"Candler County","GA","",112030.166666667
"Pope County","MN","",184907.666666667
"Boundary County","ID","",236860.833333333
"Monroe County","KY","",66718.9166666667
"Middlesex County","VA","",252828.916666667
"Johnston County","OK","",76457.25
"Guthrie County","IA","Des Moines-West Des Moines",125181.666666667
"Alcona County","MI","",105883.916666667
"Custer County","NE","",87380.9166666667
"Montgomery County","MS","",59284.1666666667
"Rains County","TX","",146056.25
"Bullock County","AL","",62145.4166666667
"Oregon County","MO","",84753.6666666667
"Lake County","MN","",167299.75
"Winnebago County","IA","",103990.25
"Owen County","KY","",113685.083333333
"Sabine County","TX","",95260.5
"Carroll County","KY","",92533.1666666667
"Tunica County","MS","Memphis",113540.166666667
"Mitchell County","IA","",118853.25
"Clay County","TX","Wichita Falls",102897.666666667
"Montgomery County","IA","",72560.8333333333
"Crawford County","IN","",94421.25
"Franklin County","IA","",84514.4166666667
"Ward County","TX","",99343.4166666667
"Iron County","MO","",83117.1666666667
"Switzerland County","IN","",119577.083333333
"Franklin County","TX","",168936.416666667
"Wilkes County","GA","",91011.6666666667
"Clay County","NC","",176649.583333333
"Lincoln County","WA","",212711.916666667
"Marion County","TX","",123816.25
"Nowata County","OK","",67005.0833333333
"Colfax County","NE","",113563.916666667
"Keokuk County","IA","",76329.1666666667
"Runnels County","TX","",60948.5
"Blanco County","TX","",307677.666666667
"Towns County","GA","",211567.666666667
"Ritchie County","WV","",65979.4166666667
"Perry County","AR","Little Rock-North Little Rock-Conway",80584.0833333333
"Yellow Medicine County","MN","",83504.9166666667
"Lee County","AR","",31706.0833333333
"Allendale County","SC","",35101.25
"Sac County","IA","",89125.5833333333
"Martin County","IN","",92899.5833333333
"Emmet County","IA","",88639.0833333333
"Clinton County","KY","",85489.5833333333
"Parmer County","TX","",100470.666666667
"Jackson County","MN","",113077.5
"Grundy County","MO","",65093.5833333333
"Webster County","MS","",106251.5
"Sublette County","WY","",277245
"Juab County","UT","Provo-Orem",253463.416666667
"Ochiltree County","TX","",122426.333333333
"Lewis County","MO","Quincy",97344.5
"Washington County","ID","",155358.833333333
"Nantucket County","MA","",1527482.16666667
"Teton County","ID","Jackson",339604.25
"Ralls County","MO","Hannibal",129524.583333333
"Jones County","NC","New Bern",89161.3333333333
"Roberts County","SD","",135337.083333333
"Howard County","MO","",119072.416666667
"Caldwell Parish","LA","",84037.1666666667
"Butte County","SD","",143790.333333333
"Metcalfe County","KY","Glasgow",76602.6666666667
"Rice County","KS","",63859.5833333333
"Carbon County","MT","Billings",288884.666666667
"Lanier County","GA","Valdosta",115846.833333333
"Cumberland County","VA","",152568.25
"Yuma County","CO","",159337
"White Pine County","NV","",127048.416666667
"Cheyenne County","NE","",126373.416666667
"Dimmit County","TX","",88362.3333333333
"Brown County","KS","",85474.5
"Johnson County","GA","Dublin",68327.0833333333
"Camden County","NC","Elizabeth City",236537.666666667
"Valley County","ID","",319941.833333333
"Humboldt County","IA","",102596
"Saint Clair County","MO","",102575.916666667
"Swift County","MN","",111039.416666667
"Montmorency County","MI","",86410.1666666667
"Stevens County","MN","",130061.5
"Ozark County","MO","",136300.083333333
"Jasper County","IL","",83035.6666666667
"Rock County","MN","",129266.583333333
"Modoc County","CA","",116629.25
"Calhoun County","IA","",82349.4166666667
"Pratt County","KS","",75383.8333333333
"Linn County","KS","Kansas City",109323.083333333
"Valdez Cordova Borough","AK","",243409.666666667
"Stephens County","TX","",80484.5833333333
"Hickory County","MO","",100748.083333333
"Claiborne County","MS","Vicksburg",51070.5833333333
"Alger County","MI","",113094.166666667
