"state","county","ownership","resident_count","avg_annual_pay","position"
"Missouri","St. Francois County","Total Covered",1861,32292.01,19
"Missouri","St. Louis County","Total Covered",38614,60542.01,16
"Missouri","Saline County","Total Covered",609,35545.01,13
"Missouri","Schuyler County","Total Covered",92,25991.01,15
"Missouri","Scotland County","Total Covered",146,31557.01,15
"Missouri","Scott County","Total Covered",1404,37055.01,12
"Missouri","Shannon County","Total Covered",228,25631.01,14
"Missouri","Shelby County","Total Covered",199,28816.01,13
"Missouri","Stoddard County","Total Covered",971,36483.01,15
"Missouri","Stone County","Total Covered",741,29892.01,12
"Missouri","Sullivan County","Total Covered",147,40349.01,15
"Missouri","Taney County","Total Covered",1958,31384.01,12
"Missouri","Texas County","Total Covered",596,30613.01,12
"Missouri","Vernon County","Total Covered",644,36865.01,13
"Missouri","Warren County","Total Covered",652,38458.01,13
"Missouri","Washington County","Total Covered",723,30024.01,17
"Missouri","Wayne County","Total Covered",441,25458.01,12
"Missouri","Webster County","Total Covered",769,33410.01,14
"Missouri","Worth County","Total Covered",67,26752.01,12
"Missouri","Wright County","Total Covered",479,30038.01,13
"Missouri","St. Louis City","Total Covered",14314,60556.01,14
"Missouri","Unknown Or Undefined","Total Covered",17523,69286.01,20
"Montana","Beaverhead County","Total Covered",526,36503.01,17
"Montana","Big Horn County","Total Covered",283,44583.01,15
"Montana","Blaine County","Total Covered",201,35538.01,13
"Montana","Broadwater County","Total Covered",201,36248.01,17
"Montana","Carbon County","Total Covered",503,34610.01,13
"Montana","Carter County","Total Covered",52,33275.01,13
"Montana","Cascade County","Total Covered",2829,41595.01,14
"Montana","Chouteau County","Total Covered",211,33311.01,15
"Montana","Custer County","Total Covered",500,37461.01,13
"Montana","Daniels County","Total Covered",87,44340.01,14
"Montana","Dawson County","Total Covered",404,41626.01,13
"Montana","Deer Lodge County","Total Covered",286,38369.01,17
"Montana","Fallon County","Total Covered",176,51934.01,13
"Montana","Fergus County","Total Covered",544,37071.01,13
"Montana","Flathead County","Total Covered",4929,41550.01,15
"Montana","Gallatin County","Total Covered",6958,44179.01,15
"Montana","Garfield County","Total Covered",60,28434.01,15
"Montana","Glacier County","Total Covered",314,39277.01,14
"Montana","Golden Valley County","Total Covered",31,27418.01,20
"Montana","Granite County","Total Covered",149,32562.01,14
"Montana","Hill County","Total Covered",611,38552.01,11
"Montana","Jefferson County","Total Covered",387,42210.01,16
"Montana","Judith Basin County","Total Covered",99,32410.01,19
"Montana","Lake County","Total Covered",1000,36174.01,11
"Montana","Lewis and Clark County","Total Covered",2987,46252.01,22
"Montana","Liberty County","Total Covered",94,31511.01,14
"Montana","Lincoln County","Total Covered",737,35364.01,14
"Montana","McCone County","Total Covered",79,38737.01,13
"Montana","Madison County","Total Covered",492,40627.01,14
"Montana","Meagher County","Total Covered",114,30337.01,14
"Montana","Mineral County","Total Covered",151,30973.01,14
"Montana","Missoula County","Total Covered",5367,42328.01,15
"Montana","Musselshell County","Total Covered",157,46943.01,18
"Montana","Park County","Total Covered",1003,35554.01,11
"Montana","Petroleum County","Total Covered",21,26656.01,16
"Montana","Phillips County","Total Covered",186,33153.01,15
"Montana","Pondera County","Total Covered",233,32694.01,14
"Montana","Powder River County","Total Covered",97,30125.01,19
"Montana","Powell County","Total Covered",233,39499.01,13
"Montana","Prairie County","Total Covered",53,38282.01,14
"Montana","Ravalli County","Total Covered",1854,36743.01,14
"Montana","Richland County","Total Covered",639,52759.01,15
"Montana","Roosevelt County","Total Covered",281,39708.01,16
"Montana","Rosebud County","Total Covered",250,50461.01,14
"Montana","Sanders County","Total Covered",441,33063.01,14
"Montana","Sheridan County","Total Covered",222,39265.01,15
"Montana","Silver Bow County","Total Covered",1328,41724.01,17
"Montana","Stillwater County","Total Covered",337,61657.01,17
"Montana","Sweet Grass County","Total Covered",236,50546.01,18
"Montana","Teton County","Total Covered",274,34417.01,12
"Montana","Toole County","Total Covered",232,43260.01,12
"Montana","Treasure County","Total Covered",36,35294.01,15
"Montana","Valley County","Total Covered",356,38374.01,13
"Montana","Wheatland County","Total Covered",94,36289.01,16
"Montana","Wibaux County","Total Covered",46,32048.01,13
"Montana","Yellowstone County","Total Covered",6785,48008.01,18
"Montana","Unknown Or Undefined","Total Covered",3366,69324.01,20
"Nebraska","Adams County","Total Covered",1146,39427.01,12
"Nebraska","Antelope County","Total Covered",287,36721.01,15
"Nebraska","Arthur County","Total Covered",16,28598.01,13
"Nebraska","Banner County","Total Covered",10,36767.01,13
"Nebraska","Blaine County","Total Covered",25,35137.01,13
"Nebraska","Boone County","Total Covered",271,37488.01,12
"Nebraska","Box Butte County","Total Covered",431,36707.01,16
"Nebraska","Boyd County","Total Covered",105,29475.01,11
"Nebraska","Brown County","Total Covered",175,34639.01,12
"Nebraska","Buffalo County","Total Covered",1938,39875.01,14
"Nebraska","Burt County","Total Covered",266,36306.01,11
"Nebraska","Butler County","Total Covered",279,39890.01,13
"Nebraska","Cass County","Total Covered",697,37749.01,11
"Nebraska","Cedar County","Total Covered",346,35678.01,12
"Nebraska","Chase County","Total Covered",234,36755.01,12
"Nebraska","Cherry County","Total Covered",332,31466.01,13
"Nebraska","Cheyenne County","Total Covered",386,48310.01,15
"Nebraska","Clay County","Total Covered",291,42104.01,11
"Nebraska","Colfax County","Total Covered",320,43393.01,13
"Nebraska","Cuming County","Total Covered",437,39940.01,13
"Nebraska","Custer County","Total Covered",507,37481.01,13
"Nebraska","Dakota County","Total Covered",525,46297.01,13
"Nebraska","Dawes County","Total Covered",347,33705.01,12
"Nebraska","Dawson County","Total Covered",847,39472.01,13
"Nebraska","Deuel County","Total Covered",82,31598.01,12
"Nebraska","Dixon County","Total Covered",146,36406.01,12
"Nebraska","Dodge County","Total Covered",1179,39819.01,12
"Nebraska","Douglas County","Total Covered",18783,52240.01,14
"Nebraska","Dundy County","Total Covered",92,38534.01,12
"Nebraska","Fillmore County","Total Covered",297,39772.01,15
"Nebraska","Franklin County","Total Covered",122,31140.01,15
"Nebraska","Frontier County","Total Covered",92,34865.01,15
"Nebraska","Furnas County","Total Covered",240,35485.01,13
"Nebraska","Gage County","Total Covered",789,36799.01,11
"Nebraska","Garden County","Total Covered",89,32262.01,13
"Nebraska","Garfield County","Total Covered",125,29860.01,15
"Nebraska","Gosper County","Total Covered",70,35789.01,13
"Nebraska","Grant County","Total Covered",58,29550.01,12
"Nebraska","Greeley County","Total Covered",121,31973.01,14
"Nebraska","Hall County","Total Covered",2129,40046.01,11
"Nebraska","Hamilton County","Total Covered",378,43295.01,15
"Nebraska","Harlan County","Total Covered",149,32048.01,13
"Nebraska","Hayes County","Total Covered",37,31860.01,12
"Nebraska","Hitchcock County","Total Covered",100,36267.01,16
"Nebraska","Holt County","Total Covered",561,36361.01,11
"Nebraska","Hooker County","Total Covered",38,27072.01,13
"Nebraska","Howard County","Total Covered",224,33878.01,13
"Nebraska","Jefferson County","Total Covered",289,35244.01,16
"Nebraska","Johnson County","Total Covered",152,39609.01,14
"Nebraska","Kearney County","Total Covered",221,38171.01,14
"Nebraska","Keith County","Total Covered",415,34581.01,12
"Nebraska","Keya Paha County","Total Covered",32,28999.01,16
"Nebraska","Kimball County","Total Covered",157,37296.01,14
"Nebraska","Knox County","Total Covered",344,33456.01,11
"Nebraska","Lancaster County","Total Covered",10200,45324.01,16
"Nebraska","Lincoln County","Total Covered",1287,39710.01,14
"Nebraska","Logan County","Total Covered",40,30453.01,12
"Nebraska","Loup County","Total Covered",21,24736.01,11
"Nebraska","McPherson County","Total Covered",12,32318.01,16
"Nebraska","Madison County","Total Covered",1487,41015.01,14
"Nebraska","Merrick County","Total Covered",286,39464.01,14
"Nebraska","Morrill County","Total Covered",197,36954.01,14
"Nebraska","Nance County","Total Covered",139,33483.01,12
"Nebraska","Nemaha County","Total Covered",236,51827.01,13
"Nebraska","Nuckolls County","Total Covered",194,33029.01,15
"Nebraska","Otoe County","Total Covered",551,38712.01,11
"Nebraska","Pawnee County","Total Covered",105,35208.01,13
"Nebraska","Perkins County","Total Covered",160,41675.01,14
"Nebraska","Phelps County","Total Covered",434,42210.01,13
"Nebraska","Pierce County","Total Covered",255,35909.01,13
"Nebraska","Platte County","Total Covered",1175,43075.01,13
"Nebraska","Polk County","Total Covered",186,35862.01,11
"Nebraska","Red Willow County","Total Covered",479,36935.01,17
"Nebraska","Richardson County","Total Covered",329,33089.01,17
"Nebraska","Rock County","Total Covered",61,34734.01,11
"Nebraska","Saline County","Total Covered",396,42467.01,13
"Nebraska","Sarpy County","Total Covered",4030,46955.01,12
"Nebraska","Saunders County","Total Covered",614,36623.01,15
"Nebraska","Scotts Bluff County","Total Covered",1456,39068.01,19
"Nebraska","Seward County","Total Covered",523,41715.01,13
"Nebraska","Sheridan County","Total Covered",261,31087.01,15
"Nebraska","Sherman County","Total Covered",114,30006.01,14
"Nebraska","Sioux County","Total Covered",26,33036.01,12
"Nebraska","Stanton County","Total Covered",107,66396.01,14
"Nebraska","Thayer County","Total Covered",258,37380.01,13
"Nebraska","Thomas County","Total Covered",36,33619.01,13
"Nebraska","Thurston County","Total Covered",182,42077.01,15
"Nebraska","Valley County","Total Covered",244,35676.01,13
"Nebraska","Washington County","Total Covered",668,53576.01,17
"Nebraska","Wayne County","Total Covered",280,36298.01,12
"Nebraska","Webster County","Total Covered",134,31712.01,14
"Nebraska","Wheeler County","Total Covered",41,34686.01,14
"Nebraska","York County","Total Covered",617,39063.01,11
"Nebraska","Unknown Or Undefined","Total Covered",6077,69346.01,20
"Nevada","Churchill County","Total Covered",638,47825.01,16
"Nevada","Clark County","Total Covered",54879,49244.01,12
"Nevada","Douglas County","Total Covered",1835,46671.01,14
"Nevada","Elko County","Total Covered",1364,51242.01,11
"Nevada","Esmeralda County","Total Covered",30,46504.01,16
"Nevada","Eureka County","Total Covered",51,100401.01,13
"Nevada","Humboldt County","Total Covered",503,56630.01,15
"Nevada","Lander County","Total Covered",127,79840.01,13
"Nevada","Lincoln County","Total Covered",131,37947.01,14
"Nevada","Lyon County","Total Covered",1045,42681.01,11
"Nevada","Mineral County","Total Covered",90,50518.01,14
"Nevada","Nye County","Total Covered",857,51133.01,10
"Nevada","Pershing County","Total Covered",115,57256.01,15
"Nevada","Storey County","Total Covered",257,55842.01,13
"Nevada","Washoe County","Total Covered",14807,50671.01,13
"Nevada","White Pine County","Total Covered",277,57621.01,17
"Nevada","Carson City","Total Covered",2089,50616.01,11
"Nevada","Unknown Or Undefined","Total Covered",1821,88969.01,20
"New Hampshire","Belknap County","Total Covered",2042,44253.01,14
"New Hampshire","Carroll County","Total Covered",2005,36938.01,14
"New Hampshire","Cheshire County","Total Covered",2138,46583.01,15
"New Hampshire","Coos County","Total Covered",1002,38986.01,11
"New Hampshire","Grafton County","Total Covered",3308,57495.01,14
"New Hampshire","Hillsborough County","Total Covered",12135,61459.01,19
"New Hampshire","Merrimack County","Total Covered",5171,52648.01,16
"New Hampshire","Rockingham County","Total Covered",10990,55566.01,17
"New Hampshire","Strafford County","Total Covered",2896,52234.01,16
"New Hampshire","Sullivan County","Total Covered",1101,43475.01,15
"New Hampshire","Unknown Or Undefined","Total Covered",9827,111115.01,20
"New Jersey","Atlantic County","Total Covered",6485,46678.01,15
"New Jersey","Bergen County","Total Covered",32605,65519.01,13
"New Jersey","Burlington County","Total Covered",10921,57597.01,17
"New Jersey","Camden County","Total Covered",12010,54300.01,13
"New Jersey","Cape May County","Total Covered",3848,37866.01,15
"New Jersey","Cumberland County","Total Covered",3125,46163.01,17
"New Jersey","Essex County","Total Covered",20315,70403.01,12
"New Jersey","Gloucester County","Total Covered",6264,46870.01,17
"New Jersey","Hudson County","Total Covered",14914,77795.01,13
"New Jersey","Hunterdon County","Total Covered",3993,65801.01,16
"New Jersey","Mercer County","Total Covered",11003,71408.01,13
"New Jersey","Middlesex County","Total Covered",22085,65608.01,16
"New Jersey","Monmouth County","Total Covered",19886,55788.01,15
"New Jersey","Morris County","Total Covered",16863,83083.01,13
"New Jersey","Ocean County","Total Covered",13320,44421.01,12
"New Jersey","Passaic County","Total Covered",12409,53757.01,14
"New Jersey","Salem County","Total Covered",1293,57315.01,12
"New Jersey","Somerset County","Total Covered",10102,87535.01,15
"New Jersey","Sussex County","Total Covered",3450,47105.01,13
"New Jersey","Union County","Total Covered",14256,68842.01,12
"New Jersey","Warren County","Total Covered",2746,49784.01,13
"New Jersey","Unknown Or Undefined","Total Covered",26713,101043.01,20
"New Mexico","Bernalillo County","Total Covered",19116,47415.01,17
"New Mexico","Catron County","Total Covered",102,30825.01,13
"New Mexico","Chaves County","Total Covered",1832,35730.01,13
"New Mexico","Cibola County","Total Covered",489,36209.01,13
"New Mexico","Colfax County","Total Covered",532,32119.01,13
"New Mexico","Curry County","Total Covered",1243,36264.01,12
"New Mexico","De Baca County","Total Covered",79,33988.01,14
"New Mexico","Dona Ana County","Total Covered",4854,38355.01,15
"New Mexico","Eddy County","Total Covered",1808,59727.01,11
"New Mexico","Grant County","Total Covered",755,41689.01,12
"New Mexico","Guadalupe County","Total Covered",165,30222.01,16
"New Mexico","Harding County","Total Covered",38,34267.01,14
"New Mexico","Hidalgo County","Total Covered",165,39133.01,14
"New Mexico","Lea County","Total Covered",2023,54176.01,10
"New Mexico","Lincoln County","Total Covered",813,31764.01,14
"New Mexico","Los Alamos County","Total Covered",451,85004.01,17
"New Mexico","Luna County","Total Covered",535,35322.01,11
"New Mexico","Mckinley County","Total Covered",1265,35050.01,15
"New Mexico","Mora County","Total Covered",133,32334.01,11
"New Mexico","Otero County","Total Covered",1177,37849.01,12
"New Mexico","Quay County","Total Covered",330,31765.01,11
"New Mexico","Rio Arriba County","Total Covered",839,35646.01,17
"New Mexico","Roosevelt County","Total Covered",447,35301.01,16
"New Mexico","Sandoval County","Total Covered",2353,40365.01,15
"New Mexico","San Juan County","Total Covered",2953,45797.01,15
"New Mexico","San Miguel County","Total Covered",788,30914.01,17
"New Mexico","Santa Fe County","Total Covered",5787,44416.01,15
"New Mexico","Sierra County","Total Covered",342,30681.01,13
"New Mexico","Socorro County","Total Covered",374,37666.01,14
"New Mexico","Taos County","Total Covered",1325,32462.01,11
"New Mexico","Torrance County","Total Covered",328,34796.01,15
"New Mexico","Union County","Total Covered",190,34799.01,12
"New Mexico","Valencia County","Total Covered",1305,35349.01,15
"New Mexico","Unknown Or Undefined","Total Covered",5353,60379.01,20
"New York","Albany County","Total Covered",10262,58298.01,13
"New York","Allegany County","Total Covered",925,39772.01,15
"New York","Bronx County","Total Covered",18841,55809.01,12
"New York","Broome County","Total Covered",4460,44836.01,13
"New York","Cattaraugus County","Total Covered",1793,40104.01,18
"New York","Cayuga County","Total Covered",1713,44330.01,13
"New York","Chautauqua County","Total Covered",3118,40030.01,17
"New York","Chemung County","Total Covered",1924,47016.01,14
"New York","Chenango County","Total Covered",1052,45564.01,15
"New York","Clinton County","Total Covered",1997,45354.01,14
"New York","Columbia County","Total Covered",2023,40990.01,15
"New York","Cortland County","Total Covered",1103,41245.01,15
"New York","Delaware County","Total Covered",1174,44794.01,15
"New York","Dutchess County","Total Covered",8325,53668.01,15
"New York","Erie County","Total Covered",24332,50338.01,11
"New York","Essex County","Total Covered",1254,41493.01,12
"New York","Franklin County","Total Covered",1139,44031.01,15
"New York","Fulton County","Total Covered",1217,40513.01,13
"New York","Genesee County","Total Covered",1480,41236.01,14
"New York","Greene County","Total Covered",1256,41468.01,13
"New York","Hamilton County","Total Covered",240,34785.01,15
"New York","Herkimer County","Total Covered",1247,38727.01,15
"New York","Jefferson County","Total Covered",2845,41607.01,16
"New York","Kings County","Total Covered",63058,48817.01,12
"New York","Lewis County","Total Covered",584,40247.01,12
"New York","Livingston County","Total Covered",1467,41626.01,17
"New York","Madison County","Total Covered",1606,41564.01,14
"New York","Monroe County","Total Covered",18673,51604.01,13
"New York","Montgomery County","Total Covered",1209,40992.01,17
"New York","Nassau County","Total Covered",53519,61906.01,13
"New York","New York County","Total Covered",127161,123516.01,15
"New York","Niagara County","Total Covered",4820,42375.01,14
"New York","Oneida County","Total Covered",5255,43590.01,13
"New York","Onondaga County","Total Covered",12677,51989.01,15
"New York","Ontario County","Total Covered",3203,47351.01,14
"New York","Orange County","Total Covered",10433,47873.01,13
"New York","Orleans County","Total Covered",788,42735.01,14
"New York","Oswego County","Total Covered",2347,47036.01,13
"New York","Otsego County","Total Covered",1559,43353.01,13
"New York","Putnam County","Total Covered",3062,53640.01,13
"New York","Queens County","Total Covered",53129,56065.01,13
"New York","Rensselaer County","Total Covered",3306,51568.01,17
"New York","Richmond County","Total Covered",9830,52722.01,15
"New York","Rockland County","Total Covered",10812,53354.01,15
"New York","St. Lawrence County","Total Covered",2143,46110.01,19
"New York","Saratoga County","Total Covered",5955,51356.01,15
"New York","Schenectady County","Total Covered",3436,56108.01,18
"New York","Schoharie County","Total Covered",691,41081.01,16
"New York","Schuyler County","Total Covered",431,39519.01,15
"New York","Seneca County","Total Covered",757,44568.01,13
"New York","Steuben County","Total Covered",2123,58083.01,14
"New York","Suffolk County","Total Covered",52675,60419.01,14
"New York","Sullivan County","Total Covered",2018,42138.01,15
"New York","Tioga County","Total Covered",901,51291.01,12
"New York","Tompkins County","Total Covered",2642,54453.01,15
"New York","Ulster County","Total Covered",5267,44020.01,13
"New York","Warren County","Total Covered",2440,44073.01,13
"New York","Washington County","Total Covered",1198,43788.01,17
"New York","Wayne County","Total Covered",2048,42424.01,12
"New York","Westchester County","Total Covered",35999,73081.01,18
"New York","Wyoming County","Total Covered",894,43101.01,14
"New York","Yates County","Total Covered",641,35563.01,12
"New York","Unknown Or Undefined","Total Covered",34423,97147.01,20
"North Carolina","Alamance County","Total Covered",3485,41042.01,15
"North Carolina","Alexander County","Total Covered",568,34195.01,16
"North Carolina","Alleghany County","Total Covered",302,31674.01,16
"North Carolina","Anson County","Total Covered",459,35213.01,12
"North Carolina","Ashe County","Total Covered",651,35089.01,11
"North Carolina","Avery County","Total Covered",591,32688.01,12
"North Carolina","Beaufort County","Total Covered",1207,38477.01,15
"North Carolina","Bertie County","Total Covered",315,32897.01,13
"North Carolina","Bladen County","Total Covered",613,36245.01,13
"North Carolina","Brunswick County","Total Covered",2890,39280.01,16
"North Carolina","Buncombe County","Total Covered",9385,43371.01,15
"North Carolina","Burke County","Total Covered",1458,37324.01,12
"North Carolina","Cabarrus County","Total Covered",4768,40630.01,15
"North Carolina","Caldwell County","Total Covered",1367,39617.01,15
"North Carolina","Camden County","Total Covered",181,36209.01,13
"North Carolina","Carteret County","Total Covered",2216,34573.01,15
"North Carolina","Caswell County","Total Covered",282,34844.01,14
"North Carolina","Catawba County","Total Covered",4423,43160.01,14
"North Carolina","Chatham County","Total Covered",1502,38070.01,14
"North Carolina","Cherokee County","Total Covered",723,33650.01,15
"North Carolina","Chowan County","Total Covered",381,36354.01,13
"North Carolina","Clay County","Total Covered",258,31626.01,11
"North Carolina","Cleveland County","Total Covered",1992,40360.01,16
"North Carolina","Columbus County","Total Covered",1071,35624.01,15
"North Carolina","Craven County","Total Covered",2301,43493.01,13
"North Carolina","Cumberland County","Total Covered",6202,43206.01,17
"North Carolina","Currituck County","Total Covered",734,35727.01,16
"North Carolina","Dare County","Total Covered",1973,33755.01,11
"North Carolina","Davidson County","Total Covered",2854,40226.01,15
"North Carolina","Davie County","Total Covered",885,36399.01,12
"North Carolina","Duplin County","Total Covered",1079,35918.01,13
"North Carolina","Durham County","Total Covered",8477,69464.01,13
"North Carolina","Edgecombe County","Total Covered",921,36999.01,16
"North Carolina","Forsyth County","Total Covered",9196,51129.01,14
"North Carolina","Franklin County","Total Covered",1157,43103.01,15
"North Carolina","Gaston County","Total Covered",4310,41413.01,13
"North Carolina","Gates County","Total Covered",162,33782.01,12
"North Carolina","Graham County","Total Covered",185,35566.01,13
"North Carolina","Granville County","Total Covered",932,44689.01,16
"North Carolina","Greene County","Total Covered",331,35103.01,13
"North Carolina","Guilford County","Total Covered",14425,48520.01,15
"North Carolina","Halifax County","Total Covered",989,34839.01,14
"North Carolina","Harnett County","Total Covered",1758,35676.01,14
"North Carolina","Haywood County","Total Covered",1538,36410.01,14
"North Carolina","Henderson County","Total Covered",3103,40102.01,16
"North Carolina","Hertford County","Total Covered",475,38060.01,15
"North Carolina","Hoke County","Total Covered",505,35864.01,11
"North Carolina","Hyde County","Total Covered",208,32588.01,11
"North Carolina","Iredell County","Total Covered",5331,47847.01,14
"North Carolina","Jackson County","Total Covered",1046,36791.01,14
"North Carolina","Johnston County","Total Covered",3587,40602.01,15
"North Carolina","Jones County","Total Covered",213,35016.01,12
"North Carolina","Lee County","Total Covered",1399,42001.01,10
"North Carolina","Lenoir County","Total Covered",1319,38149.01,13
"North Carolina","Lincoln County","Total Covered",1798,40910.01,14
"North Carolina","McDowell County","Total Covered",778,36287.01,15
"North Carolina","Macon County","Total Covered",1182,34053.01,12
"North Carolina","Madison County","Total Covered",400,34209.01,14
"North Carolina","Martin County","Total Covered",495,31495.01,13
"North Carolina","Mecklenburg County","Total Covered",38245,66908.01,18
"North Carolina","Mitchell County","Total Covered",377,38186.01,15
"North Carolina","Montgomery County","Total Covered",510,36839.01,17
"North Carolina","Moore County","Total Covered",2578,39462.01,12
"North Carolina","Nash County","Total Covered",2142,40665.01,11
"North Carolina","New Hanover County","Total Covered",8338,45202.01,18
"North Carolina","Northampton County","Total Covered",313,38048.01,18
"North Carolina","Onslow County","Total Covered",3131,34836.01,13
"North Carolina","Orange County","Total Covered",4054,56728.01,13
"North Carolina","Pamlico County","Total Covered",291,30672.01,14
"North Carolina","Pasquotank County","Total Covered",989,37824.01,17
"North Carolina","Pender County","Total Covered",1265,35578.01,13
"North Carolina","Perquimans County","Total Covered",245,34666.01,17
"North Carolina","Person County","Total Covered",725,41411.01,13
"North Carolina","Pitt County","Total Covered",3805,44898.01,11
"North Carolina","Polk County","Total Covered",562,32544.01,11
"North Carolina","Randolph County","Total Covered",2536,36432.01,15
"North Carolina","Richmond County","Total Covered",880,34926.01,15
"North Carolina","Robeson County","Total Covered",1970,34678.01,14
"North Carolina","Rockingham County","Total Covered",1628,35420.01,17
"North Carolina","Rowan County","Total Covered",2741,44305.01,12
"North Carolina","Rutherford County","Total Covered",1278,35497.01,17
"North Carolina","Sampson County","Total Covered",1151,37813.01,14
"North Carolina","Scotland County","Total Covered",609,36928.01,15
"North Carolina","Stanly County","Total Covered",1346,36068.01,13
"North Carolina","Stokes County","Total Covered",703,32719.01,13
"North Carolina","Surry County","Total Covered",1788,36957.01,12
"North Carolina","Swain County","Total Covered",445,35769.01,12
"North Carolina","Transylvania County","Total Covered",903,34510.01,19
"North Carolina","Tyrrell County","Total Covered",98,32672.01,14
"North Carolina","Union County","Total Covered",5520,44433.01,12
"North Carolina","Vance County","Total Covered",838,35483.01,12
"North Carolina","Wake County","Total Covered",35060,59803.01,11
"North Carolina","Warren County","Total Covered",298,32429.01,13
"North Carolina","Washington County","Total Covered",246,41941.01,17
"North Carolina","Watauga County","Total Covered",1696,35993.01,14
"North Carolina","Wayne County","Total Covered",2262,37383.01,12
"North Carolina","Wilkes County","Total Covered",1310,36279.01,13
"North Carolina","Wilson County","Total Covered",1889,44568.01,13
"North Carolina","Yadkin County","Total Covered",671,36320.01,13
"North Carolina","Yancey County","Total Covered",360,36533.01,13
"North Carolina","Unknown Or Undefined","Total Covered",19021,85648.01,20
"North Dakota","Adams County","Total Covered",121,42957.01,12
"North Dakota","Barnes County","Total Covered",426,39598.01,13
"North Dakota","Benson County","Total Covered",140,39096.01,13
"North Dakota","Billings County","Total Covered",47,43477.01,15
"North Dakota","Bottineau County","Total Covered",309,43700.01,16
"North Dakota","Bowman County","Total Covered",189,42642.01,13
"North Dakota","Burke County","Total Covered",113,54389.01,12
"North Dakota","Burleigh County","Total Covered",3825,51719.01,15
"North Dakota","Cass County","Total Covered",7345,50736.01,11
"North Dakota","Cavalier County","Total Covered",175,43296.01,15
"North Dakota","Dickey County","Total Covered",260,36883.01,13
"North Dakota","Divide County","Total Covered",135,53047.01,13
"North Dakota","Dunn County","Total Covered",198,73175.01,11
"North Dakota","Eddy County","Total Covered",99,32905.01,11
"North Dakota","Emmons County","Total Covered",165,36393.01,13
"North Dakota","Foster County","Total Covered",166,44433.01,13
"North Dakota","Golden Valley County","Total Covered",91,35942.01,20
"North Dakota","Grand Forks County","Total Covered",2262,46195.01,18
"North Dakota","Grant County","Total Covered",87,34847.01,12
"North Dakota","Griggs County","Total Covered",102,37325.01,13
"North Dakota","Hettinger County","Total Covered",132,44215.01,16
"North Dakota","Kidder County","Total Covered",107,36314.01,13
"North Dakota","LaMoure County","Total Covered",222,38469.01,14
"North Dakota","Logan County","Total Covered",95,30352.01,12
"North Dakota","McHenry County","Total Covered",191,44601.01,14
"North Dakota","McIntosh County","Total Covered",147,35785.01,15
"North Dakota","McKenzie County","Total Covered",785,76012.01,15
"North Dakota","McLean County","Total Covered",371,57752.01,13
"North Dakota","Mercer County","Total Covered",325,70233.01,13
"North Dakota","Morton County","Total Covered",1059,45755.01,13
"North Dakota","Mountrail County","Total Covered",540,66965.01,16
"North Dakota","Nelson County","Total Covered",167,34716.01,13
"North Dakota","Oliver County","Total Covered",57,75487.01,13
"North Dakota","Pembina County","Total Covered",389,46058.01,14
"North Dakota","Pierce County","Total Covered",188,42463.01,13
"North Dakota","Ramsey County","Total Covered",536,39822.01,13
"North Dakota","Ransom County","Total Covered",258,37211.01,13
"North Dakota","Renville County","Total Covered",134,39833.01,15
"North Dakota","Richland County","Total Covered",631,41804.01,15
"North Dakota","Rolette County","Total Covered",260,39924.01,14
"North Dakota","Sargent County","Total Covered",164,44776.01,14
"North Dakota","Sheridan County","Total Covered",51,26802.01,15
"North Dakota","Sioux County","Total Covered",64,43481.01,12
"North Dakota","Slope County","Total Covered",23,62677.01,12
"North Dakota","Stark County","Total Covered",1433,61986.01,12
"North Dakota","Steele County","Total Covered",81,49854.01,13
"North Dakota","Stutsman County","Total Covered",834,43614.01,15
"North Dakota","Towner County","Total Covered",106,39405.01,13
"North Dakota","Traill County","Total Covered",371,43925.01,13
"North Dakota","Walsh County","Total Covered",518,40350.01,12
"North Dakota","Ward County","Total Covered",2390,49890.01,11
"North Dakota","Wells County","Total Covered",206,35744.01,12
"North Dakota","Williams County","Total Covered",2048,79404.01,15
"North Dakota","Unknown Or Undefined","Total Covered",751,76341.01,20
"Ohio","Adams County","Total Covered",603,38159.01,12
"Ohio","Allen County","Total Covered",2489,45251.01,12
"Ohio","Ashland County","Total Covered",1141,38791.01,14
"Ohio","Ashtabula County","Total Covered",2095,37298.01,16
"Ohio","Athens County","Total Covered",1230,41520.01,13
"Ohio","Auglaize County","Total Covered",1062,44965.01,15
"Ohio","Belmont County","Total Covered",1649,41497.01,14
"Ohio","Brown County","Total Covered",670,35872.01,12
"Ohio","Butler County","Total Covered",7883,49195.01,13
"Ohio","Carroll County","Total Covered",554,36822.01,14
"Ohio","Champaign County","Total Covered",688,41864.01,16
"Ohio","Clark County","Total Covered",2502,40900.01,12
"Ohio","Clermont County","Total Covered",4073,44214.01,15
"Ohio","Clinton County","Total Covered",843,47395.01,14
"Ohio","Columbiana County","Total Covered",2119,37952.01,17
"Ohio","Coshocton County","Total Covered",719,38919.01,16
"Ohio","Crawford County","Total Covered",925,38985.01,15
"Ohio","Cuyahoga County","Total Covered",35951,57271.01,15
"Ohio","Darke County","Total Covered",1218,39824.01,12
"Ohio","Defiance County","Total Covered",866,42753.01,15
"Ohio","Delaware County","Total Covered",5456,55330.01,15
"Ohio","Erie County","Total Covered",1978,38571.01,11
"Ohio","Fairfield County","Total Covered",2994,38458.01,16
"Ohio","Fayette County","Total Covered",653,35828.01,14
"Ohio","Franklin County","Total Covered",32580,56374.01,15
